News,Label,Cleaned Data
"['promis', 'data', 'marseil', 'group', 'impact', 'hydroxychloroquin', 'covid19', 'patient', 'post', 'one', 'french', 'expert', 'warn', 'doubt', 'remain', 'qualiti', 'result']",1,promis data marseil group impact hydroxychloroquin covid19 patient post one french expert warn doubt remain qualiti result
"['guidanc', 'manag', 'covid19', 'infect', 'dure', 'pregnanc', 'childbirth', 'neonat', 'period', 'intern', 'societi', 'ultrasound', 'obstetr', 'gynecolog']",1,guidanc manag covid19 infect dure pregnanc childbirth neonat period intern societi ultrasound obstetr gynecolog
"['expert', 'guidanc', 'come', 'chines', 'cardiolog', 'infecti', 'diseas', 'specialist', 'manag', 'sever', 'emerg', 'cardiovascular', 'diseas', 'dure', 'covid19']",1,expert guidanc come chines cardiolog infecti diseas specialist manag sever emerg cardiovascular diseas dure covid19
"['2020', 'guidelin', 'infect', 'control', 'prevent', 'covid19', 'nurs', 'home', 'center', 'medicar', 'medicaid', 'servic', 'cm']",1,2020 guidelin infect control prevent covid19 nurs home center medicar medicaid servic cm
"['cdc', 'ha', 'taken', 'unpreced', 'step', 'introduc', 'new', 'code', 'covid19', 'diagnos', 'supersed', 'guidanc', 'month', 'ago', 'need', 'know', 'code', 'get', 'paid']",1,cdc ha taken unpreced step introduc new code covid19 diagnos supersed guidanc month ago need know code get paid
"['data', 'show', 'number', 'peopl', 'fever', 'earli', 'indic', 'coronaviru', 'infect', 'start', 'fall', 'almost', 'immedi', 'social', 'distanc', 'measur', 'took', 'effect', 'area', 'usa', 'todayreport']",1,data show number peopl fever earli indic coronaviru infect start fall almost immedi social distanc measur took effect area usa todayreport
"['evid', 'suggest', 'bat', 'may', 'like', 'reservoir', 'sar', 'cov2', 'intermedi', 'host', 'anim', 'could', 'led', 'transfer', 'thi', 'viru', 'human', 'remain', 'unknown']",1,evid suggest bat may like reservoir sar cov2 intermedi host anim could led transfer thi viru human remain unknown
"['gilead', 'ask', 'us', 'food', 'drug', 'administr', 'design', 'remdesivir', 'call', 'orphan', 'drug', 'say', 'qualifi', 'rare', 'diseas', 'becaus', 'fewer', '200000', 'american', 'infect', 'coronaviru']",1,gilead ask us food drug administr design remdesivir call orphan drug say qualifi rare diseas becaus fewer 200000 american infect coronaviru
"['covid19', 'like', 'becom', 'season', 'said', 'anthoni', 'fauci', 'md', 'director', 'nih', 'nation', 'institut', 'allergi', 'infecti', 'diseas', 'member', 'white', 'hous', 'coronaviru', 'task', 'forc']",1,covid19 like becom season said anthoni fauci md director nih nation institut allergi infecti diseas member white hous coronaviru task forc
"['data', 'china', 'show', 'older', 'peopl', 'like', 'die', 'american', 'may', 'misunderstood', 'data', 'initi', 'came', 'china', 'older', 'peopl', 'affect', 'younger', 'one', 'safe']",1,data china show older peopl like die american may misunderstood data initi came china older peopl affect younger one safe
"['doctor', 'china', 'alreadi', 'warn', 'heart', 'injuri', 'appear', 'common', 'covid19', 'patient', 'particularli', 'exist', 'heart', 'diseas', 'high', 'blood', 'pressur', 'recent', 'smaller', 'studi', 'found', '12', 'hospit', 'patient', 'complic']",1,doctor china alreadi warn heart injuri appear common covid19 patient particularli exist heart diseas high blood pressur recent smaller studi found 12 hospit patient complic
"['signific', 'proport', 'healthcar', 'worker', 'treat', 'patient', 'expos', 'covid19', 'symptom', 'depress', 'anxieti', 'troubl', 'sleep']",1,signific proport healthcar worker treat patient expos covid19 symptom depress anxieti troubl sleep
"['fda', 'advis', 'addit', 'safeti', 'measur', 'taken', 'fecal', 'microbiota', 'transplant', 'recent', 'studi', 'found', 'evid', 'sar', 'cov2', 'viru', 'stool', 'infect', 'individu']",1,fda advis addit safeti measur taken fecal microbiota transplant recent studi found evid sar cov2 viru stool infect individu
"['wake', 'drastic', 'rule', 'chang', 'govern', 'telement', 'health', 'servic', 'dure', 'covid19', 'outbreak', 'expert', 'give', 'date', 'inform', 'best', 'navig', 'thi', 'ever', 'chang', 'landscap']",1,wake drastic rule chang govern telement health servic dure covid19 outbreak expert give date inform best navig thi ever chang landscap
"['discuss', 'dr', 'kenneth', 'tyler', 'like', 'neurolog', 'implic', 'viru', 'field', 'respond', 'crisi']",1,discuss dr kenneth tyler like neurolog implic viru field respond crisi
"['cancer', 'surgeri', 'may', 'need', 'delay', 'hospit', 'forc', 'alloc', 'resourc', 'surg', 'covid19', 'patient', 'say', 'american', 'colleg', 'surgeon']",1,cancer surgeri may need delay hospit forc alloc resourc surg covid19 patient say american colleg surgeon
"['reassuringli', 'covid19', '25', 'diabet', 'doe', 'nt', 'seem', 'requir', 'hospit', 'earli', 'report', 'global', 'hotspot', 'indic', 'pandem', 'mean', 'new', 'case', 'type', '1', 'diabet', 'miss']",1,reassuringli covid19 25 diabet doe nt seem requir hospit earli report global hotspot indic pandem mean new case type 1 diabet miss
"['clinician', 'place', 'leav', 'fire', 'protect', 'themselv', 'covid19']",1,clinician place leav fire protect themselv covid19
"['season', 'major', 'sport', 'unit', 'state', 'end', 'announc', 'player', 'nation', 'basketbal', 'associ', 'test', 'posit', 'covid19']",1,season major sport unit state end announc player nation basketbal associ test posit covid19
"['physician', 'lower', 'incom', 'countri', 'routin', 'face', 'logist', 'difficulti', 'constrain', 'resourc', 'seen', 'first', 'world', 'countri', 'result', 'coronaviru', 'pandem']",1,physician lower incom countri routin face logist difficulti constrain resourc seen first world countri result coronaviru pandem
"['4000', 'non', 'us', 'citizen', 'match', 'us', 'resid', 'last', 'week', 'covid19', 'visa', 'restrict', 'may', 'keep', 'start', 'restrict', 'also', 'affect', 'physician', 'work', 'visa']",1,4000 non us citizen match us resid last week covid19 visa restrict may keep start restrict also affect physician work visa
"['rapid', 'covid19', 'clinic', 'practic', 'guidelin', 'wuhan', 'univers', 'novel', 'coronaviru', 'manag', 'research', 'team', 'china', 'intern', 'exchang', 'promot', 'associ', 'medic', 'health', 'care']",1,rapid covid19 clinic practic guidelin wuhan univers novel coronaviru manag research team china intern exchang promot associ medic health care
"['new', 'york', 'state', 'particular', 'new', 'york', 'citi', 'ha', 'becom', 'epicent', 'outbreak', 'us', 'harbing', 'hotspot', 'expect']",1,new york state particular new york citi ha becom epicent outbreak us harbing hotspot expect
"['call', 'covid19', 'era', 'differ', 'intervent', 'cardiologist', 'jaya', 'mallidi', 'md', 'summar', 'current', 'recommend', 'safe', 'practic']",1,call covid19 era differ intervent cardiologist jaya mallidi md summar current recommend safe practic
"['coronaviru', 'stori', 'need', 'know', 'today']",1,coronaviru stori need know today
"['ozanimod', 'first', 'oral', 'onc', 'daili', 'sphingosine1phosph', 'receptor', 'modul', 'approv', 'adult', 'relaps', 'form', 'multipl', 'sclerosi']",1,ozanimod first oral onc daili sphingosine1phosph receptor modul approv adult relaps form multipl sclerosi
"['provid', 'busi', 'volunt', 'see', 'suppli', 'dwindl', 'offer', 'least', 'temporari', 'way', 'reliev', 'shortag', 'critic', 'care', 'expert', 'warn', 'hack', 'may', 'induc', 'harm']",1,provid busi volunt see suppli dwindl offer least temporari way reliev shortag critic care expert warn hack may induc harm
"['aha', 'releas', 'interim', 'guidanc', 'resuscit', 'care', 'patient', 'known', 'suspect', 'covid19', 'aim', 'reduc', 'risk', 'sar', 'cov2', 'transmiss']",1,aha releas interim guidanc resuscit care patient known suspect covid19 aim reduc risk sar cov2 transmiss
"['coronaviru', 'stori', 'need', 'know', 'today']",1,coronaviru stori need know today
"['american', 'academi', 'ophthalmolog', 'ha', 'updat', 'recommend', 'dure', 'global', 'covid19', 'pandem', 'urg', 'ophthalmologist', 'provid', 'onli', 'urgent', 'care']",1,american academi ophthalmolog ha updat recommend dure global covid19 pandem urg ophthalmologist provid onli urgent care
"['2020', 'clinic', 'practic', 'guidelin', 'evalu', 'test', 'person', 'investig', 'coronaviru', 'diseas', '2019', 'covid19', 'center', 'diseas', 'control', 'prevent', 'cdc']",1,2020 clinic practic guidelin evalu test person investig coronaviru diseas 2019 covid19 center diseas control prevent cdc
"['seattl', 'wa', 'initi', 'epicent', 'covid19', 'us', 'group', 'oncolog', 'expert', 'share', 'experi', 'chang', 'made', 'day', 'day', 'protocol']",1,seattl wa initi epicent covid19 us group oncolog expert share experi chang made day day protocol
"['global', 'pandem', 'stress', 'healthcar', 'state', 'allow', 'physician', 'treat', 'patient', 'locat', 'person', 'via', 'telehealth']",1,global pandem stress healthcar state allow physician treat patient locat person via telehealth
"['seem', 'tone', 'deaf', 'discuss', 'scienc', 'wait', 'colleagu', 'across', 'world', 'fight', 'thi', 'challeng', 'write', 'john', 'mandrola', 'md', 'upcom', 'virtual', 'american', 'colleg', 'cardiolog', 'scientif', 'session']",1,seem tone deaf discuss scienc wait colleagu across world fight thi challeng write john mandrola md upcom virtual american colleg cardiolog scientif session
"['hospit', 'need', 'bolster', 'staf', 'rank', 'ahead', 'expect', 'strain', 'due', 'rise', 'infect', 'said', 'georg', 'washington', 'univers', 'research']",1,hospit need bolster staf rank ahead expect strain due rise infect said georg washington univers research
"['cardiac', 'injuri', 'wa', 'seen', 'one', 'fifth', 'patient', 'wuhan', 'china', 'hospit', 'covid19', 'wa', 'accompani', 'fourfold', 'higher', 'incid', 'hospit', 'death']",1,cardiac injuri wa seen one fifth patient wuhan china hospit covid19 wa accompani fourfold higher incid hospit death
"['mani', 'doctor', 'feel', 'televisit', 'best', 'way', 'conduct', 'patient', 'visit', 'health', 'safeti', 'issu', 'physician', 'tell', 'get', 'start']",1,mani doctor feel televisit best way conduct patient visit health safeti issu physician tell get start
"['process', 'call']",1,process call
"['100', 'american', 'die', 'monday', 'covid19', 'diseas', 'caus', 'new', 'coronaviru', 'even', 'citi', 'state', 'order', 'peopl', 'stay', 'home']",1,100 american die monday covid19 diseas caus new coronaviru even citi state order peopl stay home
"['presid', 'trump', 'reiter', 'easter', 'would']",1,presid trump reiter easter would
"['vape', 'introduc', 'toxic', 'chemic', 'harm', 'lung', 'cell', 'chang', 'metabol', 'galiatsato', 'said', 'also', 'curb', 'bodi', 'immun', 'system']",1,vape introduc toxic chemic harm lung cell chang metabol galiatsato said also curb bodi immun system
"['maintain', 'social', 'connect', 'much', 'possibl', 'dure', 'thi', 'time', 'technolog', 'social', 'media', 'variou', 'way', 'connect', 'onlin', 'friend', 'gym', 'coach', 'music', 'teacher', 'offer', 'onlin', 'session']",1,maintain social connect much possibl dure thi time technolog social media variou way connect onlin friend gym coach music teacher offer onlin session
"['care', 'older', 'peopl', 'geriatrician', 'think', 'reason']",1,care older peopl geriatrician think reason
"['larg', 'event', 'contribut', 'spread', 'covid19', 'accord', 'cdc', 'agenc', 'say', 'viru', 'easili', 'spread', 'among', 'close', 'contact', 'urg', 'event', 'involv', '10', 'peopl', 'cancel', 'postpon', 'least', 'end', 'march']",1,larg event contribut spread covid19 accord cdc agenc say viru easili spread among close contact urg event involv 10 peopl cancel postpon least end march
"['howev', 'expert', 'stress', 'thi', 'research', 'still', 'earli', 'stage', 'peopl', 'nt', 'tri', 'ani', 'drug', 'prevent', 'treat', 'covid19']",1,howev expert stress thi research still earli stage peopl nt tri ani drug prevent treat covid19
"['mani', 'american', 'ignor', 'recommend', 'avoid', 'gather', '10', 'peopl', 'includ', 'crowd', 'spring', 'break', 'revel', 'florida', 'cb', 'newsreport']",1,mani american ignor recommend avoid gather 10 peopl includ crowd spring break revel florida cb newsreport
"['overwhelm', 'demand', 'forc', 'compani', 'put', 'remdesivir', 'hold', 'compassion', 'use']",1,overwhelm demand forc compani put remdesivir hold compassion use
"['elmhurst', 'hospit', 'center', '545bed', 'public', 'hospit', 'doctor', 'nurs', 'onli', 'dozen', 'ventil', 'patient', 'die', 'wait', 'bed', 'refriger', 'truck', 'ha', 'station', 'outsid', 'hospit', 'hold', 'dead', 'newspap', 'report']",1,elmhurst hospit center 545bed public hospit doctor nurs onli dozen ventil patient die wait bed refriger truck ha station outsid hospit hold dead newspap report
"['maryland', 'ohio', 'report', 'onli', 'posit', 'test', 'skew', 'track', 'understand', 'viru', 'spread']",1,maryland ohio report onli posit test skew track understand viru spread
"['hundr', 'thousand', 'health', 'care', 'worker', 'go', 'home', 'provid', 'import', 'servic', 'senior', 'disabl', 'peopl', 'rise', 'concern', 'danger', 'coronaviru', 'pandem', 'especi', 'older', 'peopl', 'health', 'worker', 'could', 'endang', 'patient', 'themselv']",1,hundr thousand health care worker go home provid import servic senior disabl peopl rise concern danger coronaviru pandem especi older peopl health worker could endang patient themselv
"['someth', 'simpl', 'sidewalk', 'chalk', 'use', 'across', 'countri', 'life', 'spirit', 'say', 'thank']",1,someth simpl sidewalk chalk use across countri life spirit say thank
"['long', 'understood', 'cancer', 'well', 'therapi', 'unfortun', 'side', 'effect', 'weaken', 'patient', 'immun', 'system', 'leav', 'patient', 'vulner', 'infecti', 'ill', 'includ', 'covid19']",1,long understood cancer well therapi unfortun side effect weaken patient immun system leav patient vulner infecti ill includ covid19
"['detail', 'nt', 'offici', 'releas', 'plan', 'reportedli', 'includ', '150', 'billion', 'shore', 'countri', 'struggl', 'health', 'care', 'system']",1,detail nt offici releas plan reportedli includ 150 billion shore countri struggl health care system
"['news', 'confer', 'cuomo', 'said', 'chang', 'infect', 'rate', 'encourag', 'said', 'one', 'hi', 'forecast', 'told']",1,news confer cuomo said chang infect rate encourag said one hi forecast told
"['treatment', 'test', 'clinic', 'trial', 'state', 'new', 'york', 'gov', 'andrew', 'cuomo', 'said', 'tuesday']",1,treatment test clinic trial state new york gov andrew cuomo said tuesday
"['malaysia', 'world', 'lead', 'medic', 'glove', 'maker', 'glove', 'factori', 'oper', 'half', 'normal', 'workforc']",1,malaysia world lead medic glove maker glove factori oper half normal workforc
"['3900', 'account', 'suspend', 'amazon', 'price', 'goug', 'dure', 'coronaviru', 'pandem']",1,3900 account suspend amazon price goug dure coronaviru pandem
"['controversi', 'whether', 'ace', 'inhibitor', 'angiotensin', 'blocker', 'may', 'affect', 'covid19', 'infect', 'continu', 'hypothes', 'suggest', 'drug', 'may', 'help', 'harm', 'situat']",1,controversi whether ace inhibitor angiotensin blocker may affect covid19 infect continu hypothes suggest drug may help harm situat
